AUTHOR_ID,AUTHOR_NAME,TITLE ID,TITLE,LANGUAGE,GENRE,NUSHA,NUSHA_META,NUSHA_DATE,NUSHA_DIMENSION,BASKI,BASKI_META,BASKI_PLACE,PUBLISHER,BASKI_DATE,BASKI_DIMENSION,CONTENT_LOCATION,BIBLIOGRAPHY,KEYWORDS
62,ABDULĞANÎ ALNÂBULÛSÎ,,"
*Zâhiriyye, nr.33O8: nesihle 20 yaprak, 14x20 cm, 19 str. istinsahı 9 Şaban 1320’de. Fihris Mahtütât al-Zâhiriyya, Coğrafya, s.66.
2.	al-Hazrat al-Unsiyya fi’l-Rihlat al-Kudsiyya (A):^i

Müellifin arkadaşlarıyla beraber Kudüs’e yaptığı seyahatin hikayesidir. Te’lif tarihi Zilhicce 1101’dir.
Başı:Lo jla I j jLAVI u-âjllal l^_ıâ I ta4_>*<<aâlI «d^jll	«Luaûş/I S^.A~>II ijjb...
... j L^jI I j	Ld I I & j-A 4111
",,,,,,,,,,,,,,,
63,YİRMÎSEKÎZ MEHMED ÇELEBÎ,,Ahval-i Avrupa,T,,YES,"*Râşid Efendi, nr. 1220/5: yap. 114a-122^, 32,8x18,7(23x11) cm, 35 str. İstinsahı H. 1202'de. Katalog, I, 26.
*Reşid Efendi, nr.612/3: yap. talikle 163^-192^. 12x20 (8x14,5) cm. 15 str. İstinsahı takriben H.XIII. asırda.
*Revan Köşkü, nr. 1648: talikle 40 yaprak, 15x21 cm, 17 str. İstinsahı H. XIII. asırda. F.
Karatay, TY, nr. 1395.
*Marbıırg, Hs. Or. Oct. 913: nestalikle 31 yaprak, 21x14(14x8) cm, 15 str. B. Flemming, I, 255-256.
*Marburg, Hs. Or. Oct. 914: nestalikle 36 yaprak, 21x14(14x8) cm, 15 str. B. Flemming, I, 256.
129
*Bağdadh Vehbi, nr. 1030: talikle 31 yaprak, 14,5x21(8,5x14,5) cm, 15 str. İstinsahı H. XII. asırda .
",H. 1202; H. XIII; H. XII,"32,8x18,7(23x11) cm; 15x21 cm; 21x14(14x8) cm; 21x14(14x8) cm; 14,5x21(8,5x14,5) cm",NO,,,,,,Avrupa; Girit; Malta; Revan,"SO, IV, 226; OM, III, 164, 189; Mehmed Raşid, Tarih-i Râşid, İstanbul 1282, V, 212- 214, 330-367; Tarih- Coğrafya Yazmaları Kataloğu, s.780-782; F. Taeschner, ""Die Geographische Literatür der Osmanen"", ZDMG N.F. 2, LXXVII, 1923, s.76 not 4, 78; TM, s.404; Türk Ansiklopedisi, XXIII, 405-406; Meydan Larousse, XII, 809; Büyük Larousse, XX, 12569; OTY, s. 355-356; Faik Reşid Unat, Osmanlı Sefirleri ve Sefaretnameleri, İstanbul 1968, s. 53- 58; Köprülü Kütüphanesi Kataloğu, II, 512; F. Karatay, TY, I, 279-280, II, 322; Niyazi Berkes, Türkiye'de Çağdaşlaşma, İstanbul 1978, s. 57-58; Türk Edebiyatı Tarihi, II, 791-793; Fatma Müge Göcek, H W (Editör) R S (Editör), ""Encountering the West: French embassy of Yirmisekiz Celebi Mehmet Efendi 1720-1721"", Illrd Congress on the Social and Economic History of Turkey ... Princeton ... 1983: proceedings. Varia, Turcica, İstanbul: ISIS, 1990, s.79-84; Beynun Akyavaş, Yirmisekiz Çelebi Mehmed Efendi'nin Fransa Seyahatnamesi, Ankara 1993; E. İhsanoğlu, Büyük Cihad'dan Frenk Fodulluğuna, s. 224-226.",
63,YİRMÎSEKÎZ MEHMED ÇELEBÎ,,Sefaret-nâme-i Fransa,T,,YES,"*Köprülü Kütüphanesi, II. Kısım, nr. 202: nesihle 76 yaprak, 15,2x21(11x18) cm, 17 str.
Ferağ kaydı:^^ ^2 Jjj eL» <411 j 4jLo j (jj-öG J 4, ı h n 3 4 > 11< jjjJLal! lâlb İ>®1 1 j a-®
4_luu I	I (jlc. <11 a«-d I.. ■) W o 4 < < <<
<—fi-Jtj jl 4aüljj	■ aıldll 11	ji fl-olI ^j-iiâll Jux. ^ÂİI J 4jLo j (jciylu
. ,OİJJ>AÂİI 12 <aj\-0
Köprülü Kataloğu, II, 512; Tarih- Coğrafya Yazmaları Kataloğu, s. 781.
*Ali Emiri, nr. 836: talikle 32 yaprak, 13x21(8x15) cm, 17 str. Tarih- Coğrafya Yazmaları
Kataloğu, s. 781.
*Zühdi Bey, nr. 340: nesihle 80 yaprak, 15x21,5(8,5x15,2) cm, 17 str. İstinsahı H. 1165'de.
Tarih- Coğrafya Yazmaları Kataloğu, s. ",H. 1165,"15,2x21(11x18) cm; 13x21(8x15) cm; 15x21,5(8,5x15,2) cm",YES,"İstanbul, tsz., 16x24 cm, 83 sayfa.
Paris, 1257/1841, 16x24,5 cm, 80 sayfa.
İstanbul, Matbaa-i İlmiye-i Osmaniye 1283/1866, 17x25(9x15,5) cm, 83 sayfa.
Paris, Victor Goupy Matbaası 1288/1872, 14x 23(9,5x17) cm, 48+2+2 sayfa. Neşreden: Ali Suavi
İstanbul, Matbaa-i Ebuzziya 1306/1889, 11x15(7x12) cm, 151 sayfa.
Paris, Maspero 1981, 255 sayfa.
F. Karatay, TM, I, 490; Özeğe, IV, 1542; MKAHTBK, II, ",,,1257/1841; 1283/1866; 1288/1872; 1306/1889; 1981,"16x24 cm; 16x24,5 cm; 17x25(9x15,5) cm; 11x15(7x12) cm",Agde; Amboise; Beziers; Blois; Bordeaux; Fransa; Orleans; Paris; Poitiers; Toulon; Toulouse,"SO, IV, 226; OM, III, 164, 189; Mehmed Raşid, Tarih-i Râşid, İstanbul 1282, V, 212- 214, 330-367; Tarih- Coğrafya Yazmaları Kataloğu, s.780-782; F. Taeschner, ""Die Geographische Literatür der Osmanen"", ZDMG N.F. 2, LXXVII, 1923, s.76 not 4, 78; TM, s.404; Türk Ansiklopedisi, XXIII, 405-406; Meydan Larousse, XII, 809; Büyük Larousse, XX, 12569; OTY, s. 355-356; Faik Reşid Unat, Osmanlı Sefirleri ve Sefaretnameleri, İstanbul 1968, s. 53- 58; Köprülü Kütüphanesi Kataloğu, II, 512; F. Karatay, TY, I, 279-280, II, 322; Niyazi Berkes, Türkiye'de Çağdaşlaşma, İstanbul 1978, s. 57-58; Türk Edebiyatı Tarihi, II, 791-793; Fatma Müge Göcek, H W (Editör) R S (Editör), ""Encountering the West: French embassy of Yirmisekiz Celebi Mehmet Efendi 1720-1721"", Illrd Congress on the Social and Economic History of Turkey ... Princeton ... 1983: proceedings. Varia, Turcica, İstanbul: ISIS, 1990, s.79-84; Beynun Akyavaş, Yirmisekiz Çelebi Mehmed Efendi'nin Fransa Seyahatnamesi, Ankara 1993; E. İhsanoğlu, Büyük Cihad'dan Frenk Fodulluğuna, s. 224-226.",
63,YİRMÎSEKÎZ MEHMED ÇELEBÎ,,"
",,,,,,,,,,,,,,,
64,PETROS BARONÎAN,,Cem-nümâ fi Fann al-Coğrafya,T,,YES,"*Revan Köşkü, nr. 828: nesihle 29 yaprak, 18x23,3 cm, 21 str. Müzehheb bir nüsha, içinde iki harita var. Mütercim tarafından H. 1145 tarihinde İstanbul'da istinsah edilmiştir. F. Karatay, TY, nr. 1387.
*Hazine, nr. 444: nesihle 31 yaprak, 18,5x28 cm, 21 str. Çok nefis bir nüsha, iki harita, iki rüzgar gülü ihtiva eder. İstinsahı H. 1145 yılında. Padişahın hâzinesine takdim edilen nüsha olmalı. F. Karatay, TY, nr. 1388.
^İstanbul Üniversitesi, TY, nr, 6614: nesihle 50 sayfa, 18,7x31,2 (11,5x22) cm, 21 str. İstinsahı H. 1178 yılında İstanbul'da.
*İstanbul Üniversitesi, TY, nr. 9: nesihle 33 yaprak, 18,5x27,3 (11,3x21,5) cm, 21 str. İstinsahı H. 1231 yılından önce. Zira İskenderiye valisi Şerif Mustafa'nın H. 1231 tarihli temellük kaydını taşır.
*İstanbul Üniversitesi, TY, nr. 1198: nesihle 56 sayfa, 18,5x27,3 (11,3x21,5) cm, 21 str. İstinsahı II. Abdülhamid devrinde.
*Graz, nr. ",H. 1145; H. 1145; H. 1178; H. 1231; H. 1231,"18x23,3 cm; 18,5x28 cm",NO,,,,,,Akdeniz; Berlin; Hollanda; İstanbul; Sicilyateyn,"Fr. Taeschner, “Zur Geschte des Djihannüma”, Mitteilungen des Seminars für Orient, Sprahen Zu Berlin, s. 74, 110; Franz Taeschner, “Die Geographische Literatür der Osmanen”, ZDMG N. F. 2, 77, 1923, s. 74; Adıvar, s. 174; Cengiz Orhonlu, “XVIII. yüzyılda OsmanlIlarda Coğrafya ve Bartınlı İbrahim Hamdi'nin Atlası”, TD, XIV, sayı 19, İstanbul 1964, s. 116; İA, III, 218; DİA, VIII, 66; Müslumanlarda Tarih-Coğrafya, s.323; OALT, s.410.",
64,PETROS BARONÎAN,,,,,,,,,,,,,,,,,
65,MUHAMMED B ABDULKÂDÎR ALHANAFÎ,,"
*Aşir Efendi, nr.121/22, nesihle yap. 160^-177^, 13,5x20,5(7x14,7) cm, 19 str. İstinsahı H.
XII. asırda.
Yap. 178-180, aynı kafilede muvakkit olan Ahmed al-Şahafî'nin yine Kahire-Mekke
arasındaki menzilleri şematik olarak veren bir listesi vardır. Başı:üLjJiJI Jjllo <11
...<a,UnlI I (] l ift La j \ \ t V <Luj
Sonu: «c^jjll ^11 j	oCm^-âII I j )o •	45>7» c- M• <^jj ı_âj	^11 j
Katalog,s. 583-584
© ",,,,,,,,,,,,,,,
66,İBRAHİM MÜTEFERRİKA,,Tazyıl al-Tâbi',T,,NO,,,,NO,,,,,,Ankara,"Toderini, de la Litterature des Turcs, Paris, 1789, s.130 vd.; Hammer, Geschichte der Osmanichen Reiches, IV, 326 vd.; OM, III, 18-22; I. Karacson, “İbrahim Müteferrika”, TOEM, İstanbul 1331, I-II, 180- 190; Babinger, Istanbuler Buchuesen im 18. Jahrhundert, Leipzig, 1919, s.11-17; aynı müellif, Osmanlı Tarih Yazarları, s. 216, 222, 277, 302; F. Taeschner, “Die Geographische Literatür der Osmanen”, ZDMG N.F. 2, 77, 1923, s.60-61, 74; İhsan Sungu, ""İlk Türk Matbaasına Dair Yeni Vesikalar"", Hayat, sayı 73, 1928, s. 409-415; Abdurrahman Aygün, ""Türkiye'de İlk Harita Basımı ve İlk Asrı Matbaa"", Haritacılar Mecmuası, sayı 4, Temmuz 1934, s. 83- 88; Selim Nüzhet Gerçek, Türk Matbaacılığı, 1939; A. V. Symonffy, İbrahim Müteferrika, Budapeşte, 1949; William J. Watson, “İbrahim
137",
66,İBRAHİM MÜTEFERRİKA,,Macmü’at al-Hay'at al-Kadîma va'l-Cadîda,T,,NO,,,,NO,,,,,,Ankara; Bahr-i Siyah; İran; İstanbul; Marmara Denizi; Mısır; Paris,"Toderini, de la Litterature des Turcs, Paris, 1789, s.130 vd.; Hammer, Geschichte der Osmanichen Reiches, IV, 326 vd.; OM, III, 18-22; I. Karacson, “İbrahim Müteferrika”, TOEM, İstanbul 1331, I-II, 180- 190; Babinger, Istanbuler Buchuesen im 18. Jahrhundert, Leipzig, 1919, s.11-17; aynı müellif, Osmanlı Tarih Yazarları, s. 216, 222, 277, 302; F. Taeschner, “Die Geographische Literatür der Osmanen”, ZDMG N.F. 2, 77, 1923, s.60-61, 74; İhsan Sungu, ""İlk Türk Matbaasına Dair Yeni Vesikalar"", Hayat, sayı 73, 1928, s. 409-415; Abdurrahman Aygün, ""Türkiye'de İlk Harita Basımı ve İlk Asrı Matbaa"", Haritacılar Mecmuası, sayı 4, Temmuz 1934, s. 83- 88; Selim Nüzhet Gerçek, Türk Matbaacılığı, 1939; A. V. Symonffy, İbrahim Müteferrika, Budapeşte, 1949; William J. Watson, “İbrahim
137",
66,İBRAHİM MÜTEFERRİKA,,,,,,,,,,,,,,,,,
67,MUSTAFÂ ALBOSNAVÎ,,Dalıl al-Manâhil va Murşid al-Marâhil,T,,YES,"*Bağdadlı Vehbi, nr.1024, nesihle, 35 yaprak, 14x21,5(10,5xl5)cm. 16 str. Müellif hattı olabilir.
",,,NO,,,,,,Adana; Akabe; Akşehir; Alâiyye; Antakya; Arrut; Battal Gazi; Birke; Bolvadin; Cebel; Derbend; Ereğli; Eskişehir; Gebze; Hama; Hıms; Hüsrev Paşa; Ilgın; İsmil; İznik; Kahire; Karapınar; Kazık Tutmaz; Konya; Kurd Kulağı; Ladik; Mekke; Misis; Nahul; Ra's al-Navâtir; Rodos; Sakız; Şam; Şarrafa; Tebük; Tiyye Beni İsrail; Ulukışla; Zahr al-Hamr,"Fr. Taeschner, “OsmanlIlarda Coğrafya"", TM, II, 1926, s. 308 not 3.",
67,MUSTAFÂ ALBOSNAVÎ,,,,,,,,,,,,,,,,,
68,BARTINLI ÎBRAHÎM HAMDI,,Atlas-ı Cihan,T,,YES,"*Esad Efendi, nr.2044: talikle 509 yaprak, 18,5x24,8 (8x16,7) cm. 23 str. Başnjuj-Ll
Jjll 4İCUŞ. (■jjLaJ Jjjjlü-tul Jjşûî jJjİJ	J	j jljJjI jd£i
.. .ûjjhljâ	jLu	11 <ıL>(xj ûXj' 45^-* 3	ı_>^‘>*x	3 jsöE-ul
Sonu:j-ax	j^I ^LojI ?4 ->.->,â\	+'m-ll 111 <^5 'j,LAja Jj j.li, n
-ssJJ 0-° 4-âJj dil I	6 J-JL-âl I	j (j-°	(j-1J	dı	al l_J	(_>uxLâJI ..	ı_>I ""S 11	I JJ> jj-a.	(J-O-^ J_Sjl .... 4 t '1 >V)lû
...u_âlI j) (jA~ 1 <1 j ıiöü 4 1 m (^2-* La <_>u-aA. L-uj ınn Lo p la_ij^ I *Ali Emirî, Coğrafya, nr. 75\talikle 50J/ yaprak, 19,5x32(10,3x24,5) cm. Tam nüsha. İstansahı H. XII. asır sonlarında.
*Düğümlü Baba, nr. 469: birinci cilt, baştan Avrupa kıtasının XIII. babının sonlarına kadar, talikle 4+201 yaprak, 32x19,5(10,8x24,5) cm, 29 str. İstinsahı H. XIII. asırda. Başında 1285 hicri tarihli Seyyid Îsmâ‘îl Sâdık Kemâl b. al-Hâcc M. Salih'in vakıf kaydı bulunmaktadır.
^İstanbul Üniversitesi, TY, nr. 5976: birinci cild, baştan Amerika kıtasının sonuna kadar, nesihle 353 yaprak, 20x32,4(10,5x23,1) cm, 35 str. İstinsahı H. XIII. asırda.
*Muallim Cevdet, O. 27: talikle 958 sayfa, 18x28,5(10,5x25) cm, 29 str. İstinsahı H. XIII.
asırda. Bu nüshada Avrupa, Afrika ve Amerika kıtaları bahislerinden sonra rubu‘ ve
pantometre (mimar gönyesi) aletleri ve bunlarla yapılan astronomik hesablar için bir bahis vardır (bkz. s.725-754). Yap. la'da Sayda valisi M. Veliyüddin b. Hurşid Paşa'nın 1313 tarihli
vakıf kaydı bulunmaktadır.
^İstanbul Üniversitesi, TY, nr.5977: nesihle 512 yaprak, 19,7x33,1 (10,8x23) cm. 35 str.
■ ■ • ■‘Ojl	d?	eliyaj j ulûljA uujljl uJ=j j Jjû
S onu n'ıj lû 4_ajj^jj| «CaLül p 4 ■> ü j	^gj »->.
... (jâ.... I Ijjo. j J-aSİ a5,...
Bunu ayrı bir hatla : ""jjjLj a	^LAJI aLJI kaydı takib eder. Cildin
yan tarafında jjjII	> kaydı bulunur. Yap. 57a,da jjblill ^J5l Ju-aâ
bahsi başlar.
*Kahire Üniversitesi, İbrahim Hilmi, nr. 4289: talikle 598 sayfa, 15x21 cm, 2 str. Fihris
Maktabat al-Amîr İbrahim HiJmî, s. ",H. XII; H. XIII; H. XIII; H. XIII; 1285; 1313,"19,5x32(10,3x24,5) cm; 32x19,5(10,8x24,5) cm; 20x32,4(10,5x23,1) cm; 18x28,5(10,5x25) cm; 15x21 cm",NO,,,,,,Afrika; Amerika; Avrupa; Avustralya; Baltık Denizi; Çin; Grönland; Habeşistan; Hazar Denizi; İstanbul; İsveç; Kahire; Karadeniz; Kenya; Kırım; Mısır; Okyanusya; Rumeli; Rusya; Sibirya; Somali; Sudan; Ukrayna,"OM, III, 317 not 2; Faik Reşit Unat, Tarih Vesikaları, İstanbul, 1327, I, 188; Talat Mümtaz Yaman, “1934 yılı Bartın Gazetesi sayılarından biri”; Konya Halk Mecmuası, II, sayı 22-23, Haziran-Temmuz 1938, s.1208-1219; “Cihannümâ'nın İlaveli Bir Nüshası”, Ülkü Mecmuası, XV, Ankara, 1940, s.41-49, 147-154, 248-257; Cengiz Orhonlu, “XVIII. Yüzyılda Osmanlılar'da Coğrafya ve Bartınlı İbrahim Hamdi'nin Atlası”, TD, sayı 16,
142
İstanbul, 1964, s.115-140; C. İzgi, II, 271; DİA, VIII, 65; Müslümanlarda Tarih - Coğrafya , s. 323-324; Ahmed Refik, Alimler ve Sanatkarlar, s. 329-358.",
68,BARTINLI ÎBRAHÎM HAMDI,,,,,,,,,,,,,,,,,
69,MUSTAFA RAHMİ ALKIRIMÎ,,İran Sefaretnâmesi,T,,YES,"*Esad Efendi, nr.2091, nesihle, 58 yaprak, 13x21,5(8,2xl7)cm., 15str. İstinsahı müellif
143
tarafından H. XII. asrın ikinci yarısında. Tezhibli, yazısı çok güzel bir nüsha.
*Hazine, nr.1635: talikle 57 yap., 21x13,5 cm, 15 str. İstinsahı H. XII. asır.
*Ali Emiri, nr.819
^İstanbul Üniversitesi, nr. 369: nesihle 45 yaprak. İstinsahı H.XII. asırda.
^İstanbul Üniversitesi, nr. 887: talikle 49 yaprak. İstinsahı H.XII. asırda.
*İstanbul Üniversitesi, nr. 2538/2: nestalikle yap. 71b-129b. Müzehheb bir nüsha. İstinsahı H. XII. asırda.
",H. XII; H. XII; H. XII,"21x13,5 cm",NO,,,,,,Adana; Akhisar; Akşehir; Antakya; Antep; Bilecik; Ereğli; Eskişehir; Ilgın; İnönü; İran; İznik; Konya; Lefke; Misis; Sapanca; Söğüd; Urfa; Üsküdar,"SO, II, 376; OM, III, 57-58, 189; Faik Reşit Unat, Osmanlı Sefirleri ve Sefaretnâmeleri, s. 86-91.",
69,MUSTAFA RAHMİ ALKIRIMÎ,,,,,,,,,,,,,,,,,
70,ALMANÎNÎ,,al-ÎTam bi Fazâ’il al-Şâm,A,,YES,"*Zahiriye, nr. 4639: talikle 42 yaprak, 14x21 cm, 21 str. ‘Abdulkâdir b. ‘Omar tarafından H. 1161’de İstinsah edilmiştir. Fihrisu Mahtütât al-Zâhiriyya, Coğrafya, s. 83.
*Zahiriye, nr. 7530: 56 yaprak, 18x33 cm. 15 str. Şâdik Fahmı al-Mâlih tarafından H. 1343’te istinsah edilmiştir. Fihrisu Mahtütât al-Zâhiriyya, Coğrafya, s. 82.
*Zahiriye, nr.79/6: nesihle 32 yaprak, 16x21 cm, 29 str. Fihrisu Mahtütât al-Zâhiriyya, Coğrafya, s. 82.
*Zahiriye, nr. 4477: nesihle 19 yaprak, 16x22,5 cm, 23 str. Fihrisu Mahtütât al-Zâhiriyya, Coğrafya, s. 83.
*Bibliotheque Nationale, nr. 6168: nesihle 33 yaprak, 20,5x16 cm. İstinsahı H. XII. asır sonunda. Cat...Blochet, AY, s. 201.
*Mustafa Fazıl, nr. 1124.
*Beyrut, nr. ",H. 1161; H. 1343; H. XII,"14x21 cm; 18x33 cm; 16x21 cm; 16x22,5 cm; 20,5x16 cm",NO,,,,,,,"Murâdî, I, 133-144; Halil Navfal, Tar. al-tar, 23 (Ziriklî'den naklen); GAL, II, 282, S. II, 391-392; Fihrisu Mahtütât al-Zâhiriyya, Coğrafya, s. 82-83.",
70,ALMANÎNÎ,,,,,,,,,,,,,,,,,
71,ÇELEBÎZÂDE İSMAİL ÂSİM,,,,,,,,,,,,,,,,,
72,MUSTAFÂ ALLUKAYMÎ,,"al-Hullat al-Mu‘lamat al-Bahîca bi'l-Rihlat al-Kudsiyyat al-
Muhayyica",A,,YES,"*Berlin, 6151: Ahlwardt, V, 443.
",6151,,NO,,,,,,,"al-Murâdı, IV, 155-166; İbn ‘Âbidin, Şabt, s. 40; al-Ravzat al-Ğannâ, s. 141; GAL, II, 363, S. II, 490; Ziriklı, VII, 229; ‘Abdullah Yûsuf al-Gunaym, al-Mahtütât al-Coğrâfiyya, s. 144.",
72,MUSTAFÂ ALLUKAYMÎ,,Mavânih al-Uns bi'l-Rihlati li Vâdi'l-Kuds,A,,YES,"*British Museum, OR, 7712: nesihle 117 yaprak, orta boy, 17 str. ‘Abdullah Yûsuf al-Ğunaym, al-Mahtütât al-Coğrâfiyya, s. 143.
*Cambridge, Un., nr. Qq. 238: güzel bir nesihle 150 yaprak, 14,5x21 cm, 21 str. 1 Muharrem 1155 tarihinde istinsah edilmiştir. ‘Abdullah Yûsuf al-Ğunaym, al-Mahtütât al-Coğrafiyya, s. 144.
*Berlin, nr. 6151: 132 yaprak, 14x21(15,5x7,5) cm. 25 str. Ahlwardt, V, ",Muharrem 1155; 7712,"14,5x21 cm; 14x21(15,5x7,5) cm",NO,,,,,,Ariş; Bi'r al-‘Abd; Famu Ummu Farac; Gazze; Hânu Yunus; Kudüs; Rafh; Şam; Tine; Tinnis,"al-Murâdı, IV, 155-166; İbn ‘Âbidin, Şabt, s. 40; al-Ravzat al-Ğannâ, s. 141; GAL, II, 363, S. II, 490; Ziriklı, VII, 229; ‘Abdullah Yûsuf al-Gunaym, al-Mahtütât al-Coğrâfiyya, s. 144.",
72,MUSTAFÂ ALLUKAYMÎ,,,,,,,,,,,,,,,,,
73,MUSTAFA ALENDERÜNÎ,,Haritası,T,,YES,"* Arkeoloji Müzesi, nr. 1074: 205x225 cm. ince bez üzerine. Çizim müellif tarafından H. 1182’de.
*Emanet Hâzinesi, nr. 1455: ipek bez üzerine, 250x215 cm. F. Karatay, TY, nr, 1447; Manuscript Maps in the Topkapı Saray Library, s. 88.
",H. 1182,205x225 cm; 250x215 cm,NO,,,,,,Adalar; Afrika; Asya; Avrupa; Azak denizi; Azak; Bahr-i Muhît-i Garbı; Bahr-i Sefîd; Bahr-i Siyah; Cermenya; Danimarka; Don; Gelibolu; Halic-i Kefe; İspanya; İsveç; İtalya; Kefe; Kostantiniye; Sebte Boğazı,,
73,MUSTAFA ALENDERÜNÎ,,Lehistan'ın 1187/1773 Senesindeki Taksimini Gösterir Harita,T,,YES,"*Emanet Hâzinesi, nr. 1453: ipek kumaş üzerine, 66x92 cm. Mustafa Enderünî tarafından H. 1187 civarında yapılmıştır. F. Karatay, TY, nr. 1449; Manuscript Map in the Topkapı Saray Library, s. 88.
",H. 1187,66x92 cm,NO,,,,,,Boğdan; Bucak; Erdel; Heyhat Sahrası; Kırmızı Rusya; Korland; Lehistan; Litvanya; Podolya; Prusya; Rusya; Tuna; Ukrayna,,
73,MUSTAFA ALENDERÜNÎ,,Macaristan ve Moskof Dârülharekâtı Haritası,T,,YES,"*Emanet Hâzinesi, nr. 1454: ipek kumaş üzerine, 62x68 cm. Mustafa Enderünî tarafından H. 1182'de yapılmıştır. F. Karatay, TY, nr. 1448; Manuscript Maps in the Topkapı Saray Library, s. 88.
",H. 1182,62x68 cm,NO,,,,,,Boğdan; Bucak; Erdel; Kırmızı Rusya; Lehistan; Macaristan; Podolya; Prusya; Rusya; Tuna,,
73,MUSTAFA ALENDERÜNÎ,,Pilugorad ve Lehistan Haritası,T,,YES,"* Emanet Hâzinesi, nr. 1450: İpek kumaş üzerine, 69x100 cm. Mustafa Enderun! tarafından 5 Cemaziyelevvel 1187'de yapılmıştır. F. Karatay, TY, nr. 1450; Manuscript Maps in the Topkapı Saray Librarys, 88.
",Cemaziyelevvel 1187,69x100 cm,NO,,,,,,Azak denizi; Azak; Bucak; Bulgar; Eflak; Ejderhan; Erdel; Heyhat Sahrası; Kırım; Kuban; Lehistan; Nogay; Orenburg; Podolya; Rusya; Tatar,,
73,MUSTAFA ALENDERÜNÎ,,"Tuna Havzası, Rusya, Lehistan, Boğdan, Eflak, Ukrayna, Litvanya, Podolya ve Hungarya’nm Bir Kısmının Haritası",T,,NO,,,,NO,,,,,,Boğdan; Eflak; Lehistan; Litvanya; Podolya; Rusya; Saray; Topkapı; Tuna; Ukrayna,,
73,MUSTAFA ALENDERÜNÎ,,"
*Emanet Hâzinesi, nr. 1450: ipek bez üzerine, 68x144 cm, müellif tarafından H. 1182'de yapılmıştır. F. Karatay, TY, nr. 1451; Manuscript Maps in the Topkapı Saray Librarys, s. 88.
*Topkapı Sarayı Müzesi Arşivi, nr. E. 8410/2:69x100,5 cm. The History of Cartography, II, s. 226.
; 
*",,,,,,,,,,,,,,,
74,MUHAMMED EDÎB B MUHAMMED DERVİŞ,,Bahcat (Nahcat) al-Manâzil,T,,YES,"*îstanbul Üniversitesi, TY, nr. 1277: nestalikle 159 yaprak, 16x23 (7x14) cm, 21 str. İstinsahı H. XII. asırda.
*Chester Beatty, nr. 461: nestalikle, 235 yaprak, 19,9x13(13,7x7)cm., 19 str. İstinsahı 20
Zilkade 1204/31 Ağustos 1790'da
*Tal'at, Türki-Coğrafya, nr. 5: 133 yaprak, 11,5x18 cm. 19 str. İstinsahı H. 1215'ten önce.
Tarazi, 1,81, nr. 319
* İstanbul, Üniversitesi, TY, nr. 55: nesihle 230 yaprak, 23x12 (6x15) cm. 25 str. İstinsahı Ahmed b. Muhammed al-İslambulî tarafından 15 Safer 1219 Çarşamba günü tamamlanmıştır.
*Esad Efendi, nr. 1339: talikle 137 yaprak, 23x17,9(16,6x8,2) cm. 27 str. İstinsahı H. 1230'da.
*Manisa, nr. 4654:talikle, 129 yap., 23,8x15(18,3x7,5) cm, 29 str. İstinsahı Husayn Hâmid b. ‘Abdullah tarafından H. 1223'te.
*Köprülü, III kısım, nr. 117: talikle 137 yaprak, 12x18,8(8,5x14,5) cm, 19 str. Ferağ kaydı:a_â
uill 3 (2/ÜjL-o 3 12/ m,.a A 3 üü 4_L_u l_gjl A ıll (_âjj_Cû £■ LaJI £r ı mil j ıâ flll Jj jÂj
Köprülü Kataloğu , III, 59.
*Berlin, Ms. or. oct. nr. 2653: nesihle 92 yaprak, 20x12,5(14x7,5) cm. İstinsahı 1855'te.
*Bibliotheque Nationale, TY, nr. 1276: nesihle 53 yaprak, 21x16 cm. İstinsahı H. XIII. asırda. Blochet, TY, II, 219.
*Tal'at Türki-Coğrafya, nr. 8: 202 yaprak, 12x20, 5 cm. 19 str. tarihsiz. Tarazi, I, 810, nr. ",H. 1215; H. 1230; H. 1223; H. XII; H. XIII; Zilkade 1204; Ağustos 1790; Safer 1219; 1855,"19,9x13(13,7x7)cm; 11,5x18 cm; 23x17,9(16,6x8,2) cm; 23,8x15(18,3x7,5) cm; 12x18,8(8,5x14,5) cm; 20x12,5(14x7,5) cm; 21x16 cm",YES,"İstanbul, Dâru't-Tıbaat al-Amire, 1232/1817, 12x18(8x14) cm, 256+14 sayfa. Özeğe, III, 1316; F. Karatay, TM, I, 179; MKAHTBK, II, 937; Tarazı, II, ",,,1232/1817,12x18(8x14) cm,Adana; Akabe; Akşehir; Antakya; Bedrü Huneyn; Belen; Belkâ; Bolvadin; Cisr al-Şuğur; Cüdeyde; Çiftehan; Dimaşk; Ereğli; Eskişehir; Hıms; Hişyat al-Nabk; Ilgın; İskenderun; İzmit; İznik; Kâ‘ al-Bayzâ; Karapınar; Katrâne; Konya; Kudayfa; Ladik; Mafrak; Medâin-i Salih; Medine; Muduk; Râbiğ; Ramazanoğlu Yaylağı; Rastan; Seyitgazi; Şam; Tebük; Ulukışla; Uneyze; Üsküdar; Vâdi'l-Kura; Zarkâ; Zenbabiye,"OM, III, 181; Götz, nr. 336, s. 322; Taeschner, ""OsmanlIlarda Coğrafya"", TM, İl, 307; Serkis, s. 1636; İM, s. 296; Kahhâla, IX, 36; Köprülü Kataloğu, III, 59; Minorsky, Cat. Mss. Turc....of Chester Beatty Library, s.98-99; DİA, VIII, 66.
152",
74,MUHAMMED EDÎB B MUHAMMED DERVİŞ,,,,,,,,,,,,,,,,,
